MJD,X,XE,O,OE
54269.3209033178 ,-34.3363075000 ,20.2378044000 ,17724.9709242738 ,759.2718079962 
54269.3209038919 ,86.5846252000 ,53.3530464000 ,19229.1334474782 ,799.9697407708 
54269.3209044665 ,-14.1828194000 ,28.5610199000 ,18577.0412904388 ,765.5165131717 
54269.3209050407 ,46.2776527000 ,45.1023407000 ,18337.3752762007 ,766.4776570244 
54269.3209056148 ,5.9706726000 ,34.9556160000 ,18201.8483794418 ,767.2995392148 
54269.3209061895 ,-34.3363075000 ,20.2378044000 ,17287.0036850800 ,739.9518860953 
54269.3209067636 ,26.1241570000 ,40.3492012000 ,17205.9227923462 ,746.5007984140 
54269.3209073378 ,5.9706726000 ,34.9556160000 ,19644.6674861073 ,789.7451972004 
54269.3209079124 ,126.8915939000 ,60.4886246000 ,17312.1855156048 ,739.3437025022 
54269.3209084866 ,26.1241570000 ,40.3492012000 ,19615.9286774203 ,795.9276921691 
54269.3209090607 ,-34.3363075000 ,20.2378044000 ,21099.3743558319 ,825.3376636328 
54269.3209096353 ,-14.1828194000 ,28.5610199000 ,19112.4913856597 ,793.4365924724 
54269.3209102095 ,66.4311371000 ,49.4002457000 ,19045.6494788381 ,795.2576059596 
54269.3209107841 ,5.9706726000 ,34.9556160000 ,17674.7684407197 ,752.0333543600 
54269.3209113582 ,147.0451050000 ,63.7576408000 ,20023.0236592472 ,800.1756727043 
54269.3209119324 ,-54.4897957000 ,1.8454301000 ,18504.6184590429 ,784.2413240816 
54269.3209125070 ,66.4311371000 ,49.4002457000 ,20716.5790345739 ,829.3103505452 
54269.3209130812 ,-14.1828194000 ,28.5610199000 ,19243.6332702532 ,797.0217151783 
54269.3209136553 ,5.9706726000 ,34.9556160000 ,18359.1305469946 ,758.5789600793 
54269.3209142299 ,66.4311371000 ,49.4002457000 ,20693.8074843050 ,823.7927896428 
54269.3209148041 ,46.2776527000 ,45.1023407000 ,21384.5404079180 ,826.1007960109 
54269.3209153783 ,-14.1828194000 ,28.5610199000 ,20177.4759929109 ,796.0513436064 
54269.3209159529 ,106.7381134000 ,57.0325394000 ,21100.4964464870 ,823.3803105945 
54269.3209165270 ,5.9706726000 ,34.9556160000 ,20317.1270649725 ,816.7318158061 
54269.3209171016 ,26.1241570000 ,40.3492012000 ,17738.8838641074 ,750.3249190472 
54269.3209176758 ,66.4311371000 ,49.4002457000 ,20681.7794599140 ,832.1121936860 
54269.3209182500 ,5.9706726000 ,34.9556160000 ,19392.9832903787 ,790.1328383046 
54269.3209188246 ,26.1241570000 ,40.3492012000 ,19228.3866174041 ,785.4446186657 
54269.3209193987 ,66.4311371000 ,49.4002457000 ,21295.8558745606 ,838.0839890661 
54269.3209199729 ,66.4311371000 ,49.4002457000 ,18340.2949265567 ,765.5047478297 
54269.3209205475 ,147.0451050000 ,63.7576408000 ,18870.1640972034 ,778.8168862455 
54269.3209211216 ,-14.1828194000 ,28.5610199000 ,16276.0775176474 ,702.5534781172 
54269.3209216958 ,-34.3363075000 ,20.2378044000 ,16358.0971770148 ,698.3393325523 
54269.3209222704 ,-14.1828194000 ,28.5610199000 ,16936.2162458322 ,734.0884395182 
54269.3209228446 ,26.1241570000 ,40.3492012000 ,16887.8310077798 ,729.1375374726 
54269.3209234187 ,66.4311371000 ,49.4002457000 ,16863.2742014358 ,741.5465897690 
54269.3209239934 ,5.9706726000 ,34.9556160000 ,15441.1928557267 ,705.3476314920 
54269.3209245675 ,46.2776527000 ,45.1023407000 ,17522.6550262833 ,738.5625760716 
54269.3209251421 ,86.5846252000 ,53.3530464000 ,18981.9782163347 ,782.8801586014 
54269.3209257163 ,-14.1828194000 ,28.5610199000 ,20725.2604728004 ,809.2950431047 
54269.3209262904 ,126.8915939000 ,60.4886246000 ,20517.1188080862 ,819.2943534289 
54269.3209268650 ,46.2776527000 ,45.1023407000 ,19635.9109957646 ,794.4955501487 
54269.3209274392 ,5.9706726000 ,34.9556160000 ,18809.3079042383 ,779.5512588988 
54269.3209280138 ,26.1241570000 ,40.3492012000 ,20302.4636039770 ,810.3736865820 
54269.3209285880 ,46.2776527000 ,45.1023407000 ,19911.0901949475 ,789.4296861013 
54269.3209291621 ,26.1241570000 ,40.3492012000 ,19993.3768429905 ,781.9544645700 
54269.3209297363 ,66.4311371000 ,49.4002457000 ,19429.9224655312 ,767.4398774444 
54269.3209303109 ,26.1241570000 ,40.3492012000 ,22110.0163095130 ,815.1869418161 
54269.3209308851 ,26.1241570000 ,40.3492012000 ,23668.0490270643 ,860.8496182151 
54269.3209314597 ,66.4311371000 ,49.4002457000 ,32490.4769601393 ,1012.2391180800 
54269.3209320338 ,5.9706726000 ,34.9556160000 ,32175.0193818149 ,1043.6991811601 
54269.3209326080 ,-14.1828194000 ,28.5610199000 ,33649.6581250187 ,1066.7777837854 
54269.3209331826 ,5.9706726000 ,34.9556160000 ,24432.1681559580 ,868.5163149199 
54269.3209337567 ,86.5846252000 ,53.3530464000 ,27180.8645555855 ,934.3693178336 
54269.3209343309 ,26.1241570000 ,40.3492012000 ,25764.9091850650 ,912.4065771530 
54269.3209349055 ,126.8838120000 ,60.4754944000 ,22799.6369853714 ,864.2015103181 
54269.3209354797 ,-14.1951904000 ,28.5610332000 ,22349.7499936919 ,854.4934114325 
54269.3209360543 ,-14.1951904000 ,28.5610332000 ,27654.6131987624 ,958.0445694031 
54269.3209366285 ,46.2652817000 ,45.1023483000 ,27719.1235685320 ,933.0937394491 
54269.3209372026 ,126.8792267000 ,60.4886322000 ,26445.1569589378 ,953.4983797423 
54269.3209377768 ,-14.1951904000 ,28.5610332000 ,26677.2377879907 ,918.5117899733 
54269.3209383514 ,86.5722504000 ,53.3530540000 ,26912.8276110660 ,945.8903559521 
54269.3209389255 ,106.7257385000 ,57.0325470000 ,20578.5040569523 ,799.0779586074 
54269.3209395002 ,66.4187698000 ,49.4002533000 ,21203.8715088161 ,826.1868444925 
54269.3209400743 ,5.9583015000 ,34.9556274000 ,23194.4184986933 ,862.6913171728 
54269.3209406485 ,126.8792267000 ,60.4886322000 ,21694.8993637920 ,841.0500087111 
54269.3209412231 ,46.2652817000 ,45.1023483000 ,20600.5484629479 ,824.2268769337 
54269.3209417972 ,46.2652817000 ,45.1023483000 ,20807.7267537772 ,816.8220936589 
54269.3209423714 ,86.5722504000 ,53.3530540000 ,21374.6704394581 ,825.7648301343 
54269.3209429460 ,-14.1951904000 ,28.5610332000 ,22828.5037517647 ,858.0746123577 
54269.3209435202 ,26.1117859000 ,40.3492088000 ,26863.5294439938 ,945.7679348773 
54269.3209440943 ,86.5722504000 ,53.3530540000 ,27449.1057402901 ,944.3818545553 
54269.3209446690 ,5.9583015000 ,34.9556274000 ,27940.2640136973 ,957.0077582530 
54269.3209452431 ,46.2652817000 ,45.1023483000 ,21527.4199513382 ,829.7508972395 
54269.3209458177 ,5.9583015000 ,34.9556274000 ,20804.1537809017 ,823.0641074164 
54269.3209463919 ,5.9583015000 ,34.9556274000 ,15170.6484323090 ,720.9614706677 
54269.3209469660 ,46.2652817000 ,45.1023483000 ,17340.0950599261 ,750.4838665105 
54269.3209475406 ,26.1117859000 ,40.3492088000 ,16790.1008488780 ,734.8388068847 
54269.3209481148 ,5.9583015000 ,34.9556274000 ,17218.1808945360 ,742.2495881770 
54269.3209486889 ,-54.5021667000 ,1.8456396000 ,18480.2597410711 ,776.7797903337 
54269.3209492636 ,26.1117859000 ,40.3492088000 ,19026.5739377008 ,782.1728539245 
54269.3209498377 ,5.9583015000 ,34.9556274000 ,19800.9505992610 ,787.2608644979 
54269.3209504124 ,66.4187698000 ,49.4002533000 ,20802.7536283079 ,828.9156348563 
54269.3209509865 ,-14.1951904000 ,28.5610332000 ,19539.4997855276 ,790.9713303896 
54269.3209515607 ,-34.3486786000 ,20.2378235000 ,20381.6780367066 ,815.3588080863 
54269.3209521348 ,5.9583015000 ,34.9556274000 ,21717.7250500135 ,846.9379856418 
54269.3209527094 ,26.1117859000 ,40.3492088000 ,22303.5818689735 ,875.2923829263 
54269.3209532836 ,26.1117859000 ,40.3492088000 ,20392.3145210417 ,818.0989793037 
54269.3209538582 ,126.8792267000 ,60.4886322000 ,21613.5379483944 ,827.8349920399 
54269.3209544324 ,106.7257385000 ,57.0325470000 ,24342.3566104953 ,886.0309104563 
54269.3209550065 ,5.9583015000 ,34.9556274000 ,29925.5991877684 ,1008.7945642967 
54269.3209555811 ,86.5722504000 ,53.3530540000 ,33074.7982866240 ,1074.6975506894 
54269.3209561553 ,26.1117859000 ,40.3492088000 ,24568.2905481962 ,906.0136901865 
54269.3209567294 ,-14.1951904000 ,28.5610332000 ,25281.6523000210 ,934.7154342014 
54269.3209573041 ,66.4187698000 ,49.4002533000 ,26584.6702303925 ,951.1970634706 
54269.3209578782 ,106.7257385000 ,57.0325470000 ,23397.9253876423 ,868.0886870325 
54269.3209584524 ,26.1117859000 ,40.3492088000 ,29123.4544735814 ,971.0791072662 
54269.3209590270 ,106.7257385000 ,57.0325470000 ,28610.0020305788 ,961.5154990838 
54269.3209596012 ,86.5722504000 ,53.3530540000 ,27025.9348412483 ,931.2259721847 
54269.3209601758 ,5.9583015000 ,34.9556274000 ,26051.4999969961 ,929.9525469346 
54269.3209607499 ,66.4187698000 ,49.4002533000 ,23658.3537700880 ,863.7661926647 
54269.3209613241 ,167.1862183000 ,66.8670349000 ,20168.7748688834 ,796.2808831216 
54269.3209618987 ,66.4187698000 ,49.4002533000 ,18160.1981460454 ,760.9946231714 
54269.3209624728 ,26.1117859000 ,40.3492088000 ,19881.9662827791 ,781.6639452104 
54269.3209630470 ,46.2652817000 ,45.1023483000 ,22867.5406950827 ,867.7793277462 
54269.3209636216 ,5.9583015000 ,34.9556274000 ,18915.2433510558 ,770.1213757472 
54269.3209641958 ,46.2652817000 ,45.1023483000 ,18383.4621969901 ,775.3300387492 
54269.3209647704 ,86.5722504000 ,53.3530540000 ,17509.2170063981 ,750.0918422396 
54269.3209653446 ,26.1117859000 ,40.3492088000 ,19539.8196797933 ,796.9375122405 
54269.3209659187 ,46.2652817000 ,45.1023483000 ,18046.2419656964 ,757.7044798895 
54269.3209664929 ,46.2652817000 ,45.1023483000 ,17291.5634087290 ,751.8797897330 
54269.3209670675 ,26.1117859000 ,40.3492088000 ,16340.7896668769 ,728.2903559521 
54269.3209676416 ,66.4187698000 ,49.4002533000 ,17521.2044288246 ,764.2627737226 
54269.3209682162 ,106.7257385000 ,57.0325470000 ,20667.9034309573 ,799.4450680364 
54269.3209687904 ,46.2652817000 ,45.1023483000 ,21785.3753050373 ,838.1667309483 
54269.3209693646 ,5.9583015000 ,34.9556274000 ,21114.1091778558 ,818.6867081193 
54269.3209699392 ,-54.5021667000 ,1.8456396000 ,22154.4053299690 ,845.9034045237 
54269.3209705133 ,86.5722504000 ,53.3530540000 ,18114.4668000360 ,792.0064497912 
54269.3209710875 ,46.2652817000 ,45.1023483000 ,15871.3915857138 ,720.2548580697 
54269.3209716621 ,26.1117859000 ,40.3492088000 ,20105.0260935387 ,828.8853371782 
54269.3209722363 ,5.9583015000 ,34.9556274000 ,19551.4466059896 ,811.0941407588 
54269.3209728104 ,106.7257385000 ,57.0325470000 ,21729.3913478117 ,843.1386260551 
54269.3209733846 ,86.5722504000 ,53.3530540000 ,18549.7026343456 ,781.7157742333 
54269.3209739592 ,5.9583015000 ,34.9556274000 ,18996.9554197831 ,799.1209443994 
54269.3209745334 ,46.2652817000 ,45.1023483000 ,18347.5639085638 ,774.1357411913 
54269.3209751075 ,46.2652817000 ,45.1023483000 ,21252.8719281487 ,836.4560656033 
54269.3209756821 ,46.2652817000 ,45.1023483000 ,18099.7282869243 ,763.1341467664 
54269.3209762563 ,147.0327301000 ,63.7576447000 ,17301.2943462196 ,757.9033372383 
54269.3209768304 ,106.7257385000 ,57.0325470000 ,19917.7255402361 ,804.1229833889 
54269.3209774050 ,26.1117859000 ,40.3492088000 ,24019.0813084617 ,892.1215896188 
54269.3209779792 ,86.5722504000 ,53.3530540000 ,22631.5620774383 ,868.3123054279 
54269.3209785533 ,66.4187698000 ,49.4002533000 ,23244.5853017332 ,852.3980270944 
54269.3209791280 ,5.9583015000 ,34.9556274000 ,29997.4769685500 ,996.8382854225 
54269.3209797021 ,147.0327301000 ,63.7576447000 ,30214.6679498963 ,995.3717701481 
54269.3209802767 ,46.2652817000 ,45.1023483000 ,27950.6089021056 ,942.7263248325 
54269.3209808509 ,86.5722504000 ,53.3530540000 ,25207.2055222132 ,912.8671172389 
54269.3209814250 ,147.0327301000 ,63.7576447000 ,25206.3910221981 ,926.8734877294 
54269.3209819997 ,66.4187698000 ,49.4002533000 ,24952.7074873088 ,890.3318734793 
54269.3209825738 ,5.9583015000 ,34.9556274000 ,23134.5367528761 ,863.3530984350 
54269.3209831480 ,227.6466675000 ,75.4300308000 ,22144.4738433810 ,843.6752948244 
54269.3209837226 ,5.9583015000 ,34.9556274000 ,24500.0029653660 ,905.2983112553 
54269.3209842968 ,26.1117859000 ,40.3492088000 ,24335.7544849959 ,898.9660965426 
54269.3209848709 ,5.9583015000 ,34.9556274000 ,22934.9670241206 ,860.3828494188 
54269.3209854455 ,66.4187698000 ,49.4002533000 ,23807.2620900543 ,876.2235366916 
54269.3209860197 ,5.9583015000 ,34.9556274000 ,26090.9995566369 ,917.0555789853 
54269.3209865938 ,66.4187698000 ,49.4002533000 ,24110.9672452014 ,870.1678459644 
54269.3209871684 ,86.5722504000 ,53.3530540000 ,24209.4085536631 ,883.1826211288 
54269.3209877426 ,66.4187698000 ,49.4002533000 ,23384.7924976720 ,849.3568015380 
54269.3209883172 ,26.1117859000 ,40.3492088000 ,21817.9085518608 ,814.9512504881 
54269.3209888914 ,66.4187698000 ,49.4002533000 ,18771.7387834549 ,750.3908203418 
54269.3209894655 ,46.2652817000 ,45.1023483000 ,20975.6835469045 ,809.7910330119 
54269.3209900401 ,46.2652817000 ,45.1023483000 ,21665.5478345498 ,825.1791775555 
54269.3209906143 ,5.9583015000 ,34.9556274000 ,23048.0299612507 ,861.8148376438 
54269.3209911889 ,-14.1951904000 ,28.5610332000 ,24823.5661722387 ,908.7291003575 
54269.3209917631 ,46.2652817000 ,45.1023483000 ,25710.4090450872 ,893.1665519209 
54269.3209923372 ,5.9583015000 ,34.9556274000 ,24088.0283656243 ,866.3469550329 
54269.3209929114 ,5.9583015000 ,34.9556274000 ,23896.6454693460 ,882.0479192575 
54269.3209934860 ,46.2652817000 ,45.1023483000 ,22582.6379405845 ,852.0751338200 
54269.3209940602 ,26.1117859000 ,40.3492088000 ,20411.5315538734 ,807.1445231444 
54269.3209946348 ,147.0327301000 ,63.7576447000 ,25097.8090655132 ,921.1100850080 
54269.3209952089 ,126.8792267000 ,60.4886322000 ,24876.4471550869 ,891.6283680274 
54269.3209957831 ,66.4187698000 ,49.4002533000 ,20378.5689105163 ,809.6150911658 
54269.3209963577 ,5.9583015000 ,34.9556274000 ,19005.2935868553 ,774.4823189451 
54269.3209969319 ,46.2652817000 ,45.1023483000 ,17106.3163305397 ,741.5030656934 
54269.3209975060 ,106.7257385000 ,57.0325470000 ,17584.9470523564 ,754.1220486017 
54269.3209980806 ,26.1117859000 ,40.3492088000 ,18007.4670896037 ,750.4062767715 
54269.3209986548 ,66.4187698000 ,49.4002533000 ,17202.6623315610 ,757.3899684599 
54269.3209992294 ,207.4931946000 ,72.6878738000 ,16825.1071244480 ,719.6660526869 
54269.3209998036 ,26.1117859000 ,40.3492088000 ,16138.3052092157 ,727.8479637139 
54269.3210003777 ,126.8792267000 ,60.4886322000 ,17663.1292108978 ,761.0087723409 
54269.3210009519 ,86.5722504000 ,53.3530540000 ,19462.4212622029 ,819.2816653150 
54269.3210015265 ,86.5722504000 ,53.3530540000 ,17256.0317683457 ,742.4609798444 
54269.3210021006 ,46.2652817000 ,45.1023483000 ,18488.5892956054 ,767.1115244360 
54269.3210026753 ,46.2652817000 ,45.1023483000 ,18319.1499155928 ,769.1481589619 
54269.3210032494 ,-14.1951904000 ,28.5610332000 ,20524.0543618395 ,812.2727511940 
54269.3210038236 ,26.1117859000 ,40.3492088000 ,20976.7687266828 ,812.5571956385 
54269.3210043982 ,106.7257385000 ,57.0325470000 ,18646.5789216304 ,793.4341317473 
54269.3210049723 ,5.9583015000 ,34.9556274000 ,19378.8242780331 ,786.3733886035 
54269.3210055465 ,26.1117859000 ,40.3492088000 ,16816.5056597879 ,727.4524021507 
54269.3210061211 ,-14.1951904000 ,28.5610332000 ,18682.6346964645 ,751.5928845634 
54269.3210066953 ,46.2652817000 ,45.1023483000 ,16516.2639752485 ,711.4942921510 
54269.3210072694 ,46.2652817000 ,45.1023483000 ,16680.7978997326 ,725.2875023280 
54269.3210078440 ,106.7257385000 ,57.0325470000 ,16850.1228560271 ,731.9100826049 
54269.3210084182 ,26.1117859000 ,40.3492088000 ,17696.8362236039 ,748.5833408429 
54269.3210089928 ,-14.1951904000 ,28.5610332000 ,18369.3105668198 ,774.2938427803 
54269.3210095670 ,126.8792267000 ,60.4886322000 ,18906.6431167582 ,784.3009197681 
54269.3210101411 ,46.2652817000 ,45.1023483000 ,18169.2917557297 ,775.7220630200 
54269.3210107158 ,126.8792267000 ,60.4886322000 ,21421.8794509026 ,846.7369751585 
54269.3210112899 ,46.2652817000 ,45.1023483000 ,21382.6382673995 ,843.5928605329 
54269.3210118641 ,66.4187698000 ,49.4002533000 ,18016.9716403832 ,765.7731206632 
54269.3210124387 ,106.7257385000 ,57.0325470000 ,17307.4055570574 ,741.3197416719 
54269.3210130128 ,147.0327301000 ,63.7576447000 ,17609.1396713826 ,762.2415187288 
54269.3210135870 ,-14.1951904000 ,28.5610332000 ,17063.1232224925 ,741.8241134240 
54269.3210141616 ,126.8792267000 ,60.4886322000 ,13943.1501558979 ,664.9961226758 
54269.3210147357 ,26.1117859000 ,40.3492088000 ,14030.3041182301 ,687.4730011114 
54269.3210153104 ,26.1117859000 ,40.3492088000 ,15372.2015055120 ,704.4771499805 
54269.3210158845 ,126.8792267000 ,60.4886322000 ,14331.9274999249 ,700.5307620678 
54269.3210164587 ,147.0327301000 ,63.7576447000 ,16962.2371836232 ,724.8910179929 
54269.3210170333 ,106.7257385000 ,57.0325470000 ,21620.3467748040 ,815.2352335466 
54269.3210176075 ,66.4187698000 ,49.4002533000 ,18267.2249244540 ,756.2804890211 
54269.3210181816 ,46.2652817000 ,45.1023483000 ,21938.6784800696 ,837.8202300922 
54269.3210187562 ,86.5722504000 ,53.3530540000 ,24752.7834141359 ,878.0068703253 
54269.3210193304 ,86.5722504000 ,53.3530540000 ,28684.8326815055 ,965.8535267790 
54269.3210199045 ,86.5722504000 ,53.3530540000 ,28625.6079492956 ,977.7792772821 
54269.3210204791 ,106.7257385000 ,57.0325470000 ,21543.0209486047 ,824.6744213151 
54269.3210210533 ,5.9583015000 ,34.9556274000 ,20104.3518548556 ,814.5036292091 
54269.3210216279 ,86.5722504000 ,53.3530540000 ,18313.2490967528 ,790.7617073684 
54269.3210222021 ,46.2652817000 ,45.1023483000 ,17514.7684022708 ,759.3483980655 
54269.3210227762 ,46.2652817000 ,45.1023483000 ,18612.6184542368 ,774.6870974137 
54269.3210233509 ,167.1862183000 ,66.8670349000 ,24989.5223958427 ,895.9577831846 
54269.3210239250 ,126.8792267000 ,60.4886322000 ,21297.2388020786 ,835.0060064282 
54269.3210244992 ,106.7257385000 ,57.0325470000 ,25459.5553440869 ,903.2473737647 
54269.3210250738 ,86.5722504000 ,53.3530540000 ,23065.3682304526 ,858.1519714037 
54269.3210256479 ,86.5722504000 ,53.3530540000 ,25583.4405502988 ,905.0908413685 
54269.3210262221 ,106.7257385000 ,57.0325470000 ,24093.8307554594 ,868.2225658586 
54269.3210267967 ,126.8792267000 ,60.4886322000 ,23801.1742561052 ,855.9380108738 
54269.3210273709 ,147.0327301000 ,63.7576447000 ,23419.3583034453 ,860.8221657505 
54269.3210279455 ,66.4187698000 ,49.4002533000 ,26532.9088774743 ,911.5745444715 
54269.3210285196 ,66.4187698000 ,49.4002533000 ,29712.4634814214 ,960.9387666336 
54269.3210290938 ,5.9583015000 ,34.9556274000 ,22109.1058412183 ,843.3162596498 
54269.3210296679 ,46.2652817000 ,45.1023483000 ,20649.3298777447 ,823.2199789733 
54269.3210302426 ,5.9583015000 ,34.9556274000 ,20354.7736985972 ,809.8454765552 
54269.3210308167 ,66.4187698000 ,49.4002533000 ,21177.1185053017 ,840.3912264576 
54269.3210313914 ,66.4187698000 ,49.4002533000 ,29403.2512234537 ,988.1052488661 
54269.3210319655 ,106.7257385000 ,57.0325470000 ,20590.0989937220 ,818.2030218377 
54269.3210325397 ,187.3397064000 ,69.8381271000 ,19619.0205785347 ,787.4341918236 
54269.3210331143 ,106.7257385000 ,57.0325470000 ,19126.4756865218 ,784.6260430747 
54269.3210336884 ,-14.1951904000 ,28.5610332000 ,20076.2946670271 ,814.0846907573 
54269.3210342626 ,-14.1951904000 ,28.5610332000 ,19000.5874500615 ,795.5877276141 
54269.3210348372 ,46.2652817000 ,45.1023483000 ,22461.8286407737 ,849.9026211288 
54269.3210354114 ,46.2652817000 ,45.1023483000 ,18022.6226956234 ,772.1610092818 
54269.3210359855 ,66.4187698000 ,49.4002533000 ,18836.9738367727 ,776.9189750984 
54269.3210365601 ,26.1117859000 ,40.3492088000 ,19718.0389270373 ,787.4088155958 
54269.3210371343 ,66.4187698000 ,49.4002533000 ,20823.5098447027 ,822.3372707338 
54269.3210377089 ,-34.3486786000 ,20.2378235000 ,18277.0346051485 ,763.3871400679 
54269.3210382830 ,-34.3486786000 ,20.2378235000 ,21270.1142290709 ,843.3361761437 
54269.3210388572 ,26.1117859000 ,40.3492088000 ,22113.0503835871 ,854.2098897600 
54269.3210394318 ,46.2652817000 ,45.1023483000 ,19987.7823844282 ,819.2482148328 
54269.3210400060 ,46.2652817000 ,45.1023483000 ,19394.7193319515 ,788.1584908834 
54269.3210405801 ,5.9583015000 ,34.9556274000 ,17298.4682034183 ,741.1555651678 
54269.3210411548 ,46.2652817000 ,45.1023483000 ,19420.0820257727 ,807.0571674026 
54269.3210417289 ,86.5722504000 ,53.3530540000 ,16523.9992646661 ,725.7797242498 
54269.3210423035 ,-14.1951904000 ,28.5610332000 ,15934.9902568261 ,719.7225724670 
54269.3210428777 ,86.5722504000 ,53.3530540000 ,16543.6456940314 ,742.2472812472 
54269.3210434518 ,147.0327301000 ,63.7576447000 ,15000.9100741942 ,697.4587774474 
54269.3210440260 ,86.5722504000 ,53.3530540000 ,15286.4612297617 ,709.5311717882 
54269.3210446006 ,66.4187698000 ,49.4002533000 ,19846.7693010122 ,792.3720981647 
54269.3210451748 ,106.7257385000 ,57.0325470000 ,19119.7037709891 ,788.2985984200 
54269.3210457494 ,66.4187698000 ,49.4002533000 ,20365.0669117779 ,831.1359778919 
54269.3210463235 ,86.5722504000 ,53.3530540000 ,18960.8639644348 ,776.1033216185 
54269.3210468977 ,106.7257385000 ,57.0325470000 ,15587.1556877234 ,711.6832297017 
54269.3210474723 ,5.9583015000 ,34.9556274000 ,16162.6577753747 ,731.2018551560 
54269.3210480465 ,66.4187698000 ,49.4002533000 ,19239.6715028085 ,785.4565378030 
54269.3210486206 ,26.1117859000 ,40.3492088000 ,16872.1537280346 ,744.7033156108 
54269.3210491952 ,46.2652817000 ,45.1023483000 ,20133.8805563065 ,809.5294271725 
54269.3210497694 ,86.5722504000 ,53.3530540000 ,21257.2224901625 ,833.8021735604 
54269.3210503436 ,26.1117859000 ,40.3492088000 ,22855.6676963743 ,865.5513718422 
54269.3210509182 ,66.4187698000 ,49.4002533000 ,20951.1427352737 ,820.7593307501 
54269.3210514923 ,5.9583015000 ,34.9556274000 ,19538.6385317353 ,809.1103349254 
54269.3210520669 ,26.1117859000 ,40.3492088000 ,22291.0124850560 ,840.4228313959 
54269.3210526411 ,86.5722504000 ,53.3530540000 ,22013.4525343185 ,863.8826926196 
54269.3210532152 ,5.9583015000 ,34.9556274000 ,19286.0266426361 ,789.0042882461 
54269.3210537899 ,-34.3486786000 ,20.2378235000 ,22805.8355519509 ,862.7922069028 
54269.3210543640 ,5.9583015000 ,34.9556274000 ,19571.1717785587 ,779.5257288757 
54269.3210549382 ,-34.3486786000 ,20.2378235000 ,24040.7947469286 ,898.5157069478 
54269.3210555128 ,106.7257385000 ,57.0325470000 ,26615.7885602715 ,955.9135045508 
54269.3210560869 ,26.1117859000 ,40.3492088000 ,24992.0790892433 ,899.1979429876 
54269.3210566616 ,86.5722504000 ,53.3530540000 ,23133.2055005857 ,866.1976966748 
54269.3210572357 ,26.1117859000 ,40.3492088000 ,22377.2559790934 ,855.9758445225 
54269.3210578099 ,66.4187698000 ,49.4002533000 ,21959.9366843891 ,840.1376948725 
54269.3210583845 ,-14.1951904000 ,28.5610332000 ,24715.8503907963 ,909.5591336998 
54269.3210589587 ,126.8792267000 ,60.4886322000 ,22158.4483013427 ,861.8117617374 
54269.3210595328 ,5.9583015000 ,34.9556274000 ,19737.7013511159 ,798.0091580307 
54269.3210601074 ,46.2652817000 ,45.1023483000 ,19770.4363773992 ,801.9966861915 
54269.3210606816 ,66.4187698000 ,49.4002533000 ,17737.6805695232 ,754.7907506533 
54269.3210612557 ,5.9583015000 ,34.9556274000 ,18306.0662401249 ,767.2765468145 
54269.3210618304 ,26.1117859000 ,40.3492088000 ,17768.3399741671 ,758.0025352197 
54269.3210624045 ,26.1117859000 ,40.3492088000 ,21514.0803604577 ,839.4281601634 
54269.3210629791 ,26.1117859000 ,40.3492088000 ,18410.6212201495 ,780.2918602625 
54269.3210635533 ,46.2652817000 ,45.1023483000 ,22288.3745877264 ,860.6000853083 
54269.3210641274 ,86.5722504000 ,53.3530540000 ,21950.6277612567 ,836.9968868463 
54269.3210647016 ,46.2652817000 ,45.1023483000 ,23279.6924670331 ,863.3144958097 
54269.3210652762 ,86.5722504000 ,53.3530540000 ,19350.2466468414 ,791.7410759665 
54269.3210658504 ,26.1117859000 ,40.3492088000 ,21458.9428926736 ,847.3773019735 
54269.3210664250 ,26.1117859000 ,40.3492088000 ,20890.6458081763 ,828.0722213211 
54269.3210669991 ,46.2652817000 ,45.1023483000 ,21999.6429449400 ,850.8519227419 
54269.3210675733 ,26.1117859000 ,40.3492088000 ,21517.8575735183 ,842.5139863627 
54269.3210681479 ,66.4187698000 ,49.4002533000 ,22120.6909350875 ,852.5814280136 
54269.3210687221 ,66.4187698000 ,49.4002533000 ,21935.8781748821 ,851.6298963684 
54269.3210692962 ,26.1117859000 ,40.3492088000 ,22456.0385545642 ,852.5689705927 
54269.3210698708 ,26.1117859000 ,40.3492088000 ,21852.7401159472 ,864.0864714187 
54269.3210704450 ,26.1117859000 ,40.3492088000 ,18360.5503853894 ,766.7667922261 
54269.3210710196 ,26.1117859000 ,40.3492088000 ,16130.2438737196 ,715.0508089273 
54269.3210715938 ,26.1117859000 ,40.3492088000 ,18764.4378120212 ,779.1334739119 
54269.3210721679 ,167.1862183000 ,66.8670349000 ,16591.9841783064 ,731.6279450903 
54269.3210727425 ,46.2652817000 ,45.1023483000 ,19526.3250632303 ,784.6459595687 
54269.3210733167 ,86.5722504000 ,53.3530540000 ,18651.2272313838 ,764.9726929200 
54269.3210738908 ,66.4187698000 ,49.4002533000 ,18983.0031083476 ,776.0924790484 
54269.3210744655 ,167.1862183000 ,66.8670349000 ,19956.5041074164 ,804.7273220991 
54269.3210750396 ,46.2652817000 ,45.1023483000 ,20386.1639386020 ,806.2965726473 
54269.3210756138 ,66.4187698000 ,49.4002533000 ,19349.4899738668 ,798.6915478658 
54269.3210761884 ,26.1117859000 ,40.3492088000 ,19502.6516572046 ,793.7697131357 
54269.3210767626 ,26.1117859000 ,40.3492088000 ,17817.4154456159 ,787.4004337509 
