MJD,X,XE,O,OE
54269.3179984110 ,2.2271194000 ,34.9589615000 ,25105.5947997957 ,885.3567486708 
54269.3179989852 ,82.8410721000 ,53.3552399000 ,24445.6750761467 ,867.5952347481 
54269.3179995594 ,82.8410721000 ,53.3552399000 ,29697.1848391457 ,984.7272115587 
54269.3180001340 ,22.3806038000 ,40.3521004000 ,21169.2983208675 ,820.5151037818 
54269.3180007081 ,42.5340996000 ,45.1049347000 ,20080.2084503319 ,794.8675810279 
54269.3180012823 ,22.3806038000 ,40.3521004000 ,22796.3396137094 ,851.1391355021 
54269.3180018569 ,62.6875877000 ,49.4026146000 ,22464.7544429425 ,852.2853720225 
54269.3180024311 ,2.2271194000 ,34.9589615000 ,26550.4218581598 ,905.0371668018 
54269.3180030052 ,42.5340996000 ,45.1049347000 ,25909.2774671833 ,908.8049214502 
54269.3180035798 ,22.3806038000 ,40.3521004000 ,19499.3210657535 ,792.2419104262 
54269.3180041540 ,42.5340996000 ,45.1049347000 ,21123.6174197230 ,847.4186729146 
54269.3180047286 ,22.3806038000 ,40.3521004000 ,19803.7053810339 ,794.7048655793 
54269.3180053028 ,123.1480408000 ,60.4905586000 ,23681.2680424138 ,888.2823201466 
54269.3180058769 ,62.6875877000 ,49.4026146000 ,22081.9000642816 ,852.7819002133 
54269.3180064515 ,163.4550323000 ,66.8687820000 ,24591.4631966597 ,891.6651251089 
54269.3180070257 ,-38.0798607000 ,20.2435837000 ,24213.4712108377 ,882.9776888649 
54269.3180075998 ,123.1480408000 ,60.4905586000 ,22525.8493262443 ,835.2112462828 
54269.3180081745 ,62.6875877000 ,49.4026146000 ,23454.5515941245 ,885.7046336848 
54269.3180087486 ,62.6875877000 ,49.4026146000 ,22886.8746123576 ,842.3215884173 
54269.3180093228 ,62.6875877000 ,49.4026146000 ,21409.8711123126 ,824.4063560722 
54269.3180098974 ,-17.9263725000 ,28.5651150000 ,24884.6462911898 ,909.7662190983 
54269.3180104715 ,42.5340996000 ,45.1049347000 ,24942.1854266918 ,885.8641194317 
54269.3180110457 ,82.8410721000 ,53.3552399000 ,25476.7705770328 ,912.1006013637 
54269.3180116203 ,82.8410721000 ,53.3552399000 ,23094.5918019885 ,875.4852422577 
54269.3180121945 ,102.9945602000 ,57.0345917000 ,21359.2835252771 ,832.7179934517 
54269.3180127691 ,82.8410721000 ,53.3552399000 ,20322.3241164278 ,817.6703517467 
54269.3180133433 ,22.3806038000 ,40.3521004000 ,21022.2453876423 ,838.7123198462 
54269.3180139174 ,22.3806038000 ,40.3521004000 ,24470.9910161905 ,907.2262124899 
54269.3180144920 ,62.6875877000 ,49.4026146000 ,24521.8000684869 ,888.4979411853 
54269.3180150662 ,143.3015442000 ,63.7594757000 ,23118.3820924574 ,869.7297599952 
54269.3180156403 ,102.9945602000 ,57.0345917000 ,21128.6643669460 ,818.5987371962 
54269.3180162150 ,42.5340996000 ,45.1049347000 ,20453.9544549577 ,812.1419482743 
54269.3180167891 ,62.6875877000 ,49.4026146000 ,20104.2841849148 ,796.8459271275 
54269.3180173633 ,-17.9263725000 ,28.5651150000 ,22592.3085903096 ,853.6483061488 
54269.3180179379 ,42.5340996000 ,45.1049347000 ,22357.4815920218 ,862.7694451954 
54269.3180185120 ,102.9945602000 ,57.0345917000 ,21300.9668006368 ,846.1246390916 
54269.3180190867 ,163.4550323000 ,66.8687820000 ,17940.8158889790 ,758.4624601244 
54269.3180196608 ,82.8410721000 ,53.3552399000 ,18891.2500507644 ,797.7499360187 
54269.3180202350 ,123.1480408000 ,60.4905586000 ,20985.0441452644 ,816.2201387762 
54269.3180208096 ,183.6085205000 ,69.8397980000 ,21661.6278994322 ,836.0557363852 
54269.3180213837 ,22.3806038000 ,40.3521004000 ,22838.7354468174 ,859.7737430537 
54269.3180219579 ,22.3806038000 ,40.3521004000 ,21125.8394545072 ,821.6637241296 
54269.3180225325 ,123.1480408000 ,60.4905586000 ,22561.3157574119 ,844.2705596107 
54269.3180231067 ,102.9945602000 ,57.0345917000 ,21726.6205713255 ,822.2925162957 
54269.3180236808 ,42.5340996000 ,45.1049347000 ,22684.4750497131 ,861.9000402511 
54269.3180242554 ,62.6875877000 ,49.4026146000 ,23417.1313472109 ,875.8105962572 
54269.3180248296 ,62.6875877000 ,49.4026146000 ,25286.9969949836 ,922.9684707579 
54269.3180254037 ,102.9945602000 ,57.0345917000 ,25716.5313291880 ,919.0026277372 
54269.3180259784 ,22.3806038000 ,40.3521004000 ,28781.8566122976 ,980.2579195578 
54269.3180265525 ,82.8410721000 ,53.3552399000 ,29849.9589582770 ,1003.5092343276 
54269.3180271271 ,2.2271194000 ,34.9589615000 ,32902.6213499143 ,1049.6752828092 
54269.3180277013 ,82.8410721000 ,53.3552399000 ,21178.4300717911 ,829.0212922411 
54269.3180282754 ,62.6875877000 ,49.4026146000 ,18306.7650860592 ,776.9340470397 
54269.3180288501 ,2.2271194000 ,34.9589615000 ,22285.0624517136 ,857.4235198702 
54269.3180294242 ,2.2271194000 ,34.9589615000 ,23146.3826836081 ,874.3942182572 
54269.3180299984 ,82.8410721000 ,53.3552399000 ,21064.7347283049 ,824.5307764861 
54269.3180305730 ,82.8410721000 ,53.3552399000 ,19996.7566489441 ,806.2320555105 
54269.3180311472 ,123.1480408000 ,60.4905586000 ,17120.3301601033 ,748.6160992460 
54269.3180317213 ,62.6875877000 ,49.4026146000 ,18040.5601513922 ,760.6022913100 
54269.3180322959 ,82.8410721000 ,53.3552399000 ,15631.8941311465 ,704.2343071701 
54269.3180328701 ,62.6875877000 ,49.4026146000 ,17529.8883277762 ,752.7308161365 
54269.3180334447 ,42.5340996000 ,45.1049347000 ,18903.6274981226 ,795.8401826319 
54269.3180340189 ,82.8410721000 ,53.3552399000 ,19262.3077131957 ,807.3912877354 
54269.3180345930 ,42.5340996000 ,45.1049347000 ,19415.7179297708 ,796.2302844613 
54269.3180351676 ,143.3015442000 ,63.7594757000 ,20399.5724297858 ,818.8598047520 
54269.3180357418 ,82.8410721000 ,53.3552399000 ,21464.6640785797 ,839.7462088853 
54269.3180363159 ,102.9945602000 ,57.0345917000 ,20748.6472043495 ,838.0566134991 
54269.3180368906 ,22.3806038000 ,40.3521004000 ,19827.2126881139 ,794.8638899402 
54269.3180374647 ,82.8410721000 ,53.3552399000 ,22701.1513838574 ,853.5175801268 
54269.3180380389 ,82.8410721000 ,53.3552399000 ,18196.0681361328 ,775.3909416960 
54269.3180386135 ,183.6085205000 ,69.8397980000 ,17875.1637427532 ,776.1012453816 
54269.3180391876 ,-17.9263725000 ,28.5651150000 ,18120.0686407737 ,765.8752407558 
54269.3180397618 ,82.8410721000 ,53.3552399000 ,18818.4679535009 ,775.7356739059 
54269.3180403364 ,2.2271194000 ,34.9589615000 ,18596.5056261452 ,774.2167913250 
54269.3180409106 ,2.2271194000 ,34.9589615000 ,17712.7472722357 ,769.9976474122 
54269.3180414847 ,2.2271194000 ,34.9589615000 ,16253.9728238863 ,722.3270193145 
54269.3180420589 ,143.3015442000 ,63.7594757000 ,15740.1881829924 ,723.9371794179 
54269.3180426330 ,62.6875877000 ,49.4026146000 ,17926.1401243579 ,768.1648685831 
54269.3180432076 ,102.9945602000 ,57.0345917000 ,15749.8268432909 ,712.2617307981 
54269.3180437818 ,2.2271194000 ,34.9589615000 ,18576.2095653479 ,767.0552353489 
54269.3180443559 ,62.6875877000 ,49.4026146000 ,19002.4182295515 ,770.2958565378 
54269.3180449306 ,42.5340996000 ,45.1049347000 ,17048.3970130065 ,743.4192784837 
54269.3180455047 ,2.2271194000 ,34.9589615000 ,16144.2060280556 ,722.7161214743 
54269.3180460789 ,22.3806038000 ,40.3521004000 ,14898.3458207924 ,704.0565197801 
54269.3180466535 ,22.3806038000 ,40.3521004000 ,18594.2146910576 ,773.9824841549 
54269.3180472277 ,42.5340996000 ,45.1049347000 ,18733.5151097894 ,764.4617079691 
54269.3180478018 ,2.2271194000 ,34.9589615000 ,22037.6906767594 ,843.9663524676 
54269.3180483764 ,102.9945602000 ,57.0345917000 ,18175.8963419542 ,747.1605803370 
54269.3180489506 ,82.8410721000 ,53.3552399000 ,17251.4191391066 ,732.2465867652 
54269.3180495252 ,22.3806038000 ,40.3521004000 ,20132.0633108047 ,793.1873671563 
54269.3180500993 ,82.8410721000 ,53.3552399000 ,21302.0716662160 ,833.7448848037 
54269.3180506735 ,62.6875877000 ,49.4026146000 ,19823.8218088973 ,802.6074074074 
54269.3180512481 ,82.8410721000 ,53.3552399000 ,18808.5881421405 ,779.9670445466 
54269.3180518223 ,62.6875877000 ,49.4026146000 ,18298.4995103781 ,762.7957970623 
54269.3180523964 ,2.2271194000 ,34.9589615000 ,18707.9863170226 ,768.4410849779 
54269.3180529711 ,42.5340996000 ,45.1049347000 ,17955.9518091976 ,760.6440467394 
54269.3180535452 ,-17.9263725000 ,28.5651150000 ,17751.9146339851 ,758.7133771890 
54269.3180541194 ,2.2271194000 ,34.9589615000 ,18336.6862731669 ,769.3979994593 
54269.3180546940 ,22.3806038000 ,40.3521004000 ,19919.3311633774 ,822.1873202968 
54269.3180552681 ,-17.9263725000 ,28.5651150000 ,20714.9992490462 ,812.6970724821 
54269.3180558428 ,62.6875877000 ,49.4026146000 ,20544.8351854855 ,822.4749175453 
54269.3180564169 ,62.6875877000 ,49.4026146000 ,21390.2985047009 ,832.8451821814 
54269.3180569911 ,-58.2333488000 ,1.9077694000 ,18518.3382319545 ,783.2610327115 
54269.3180575657 ,-17.9263725000 ,28.5651150000 ,17747.6920296776 ,749.1939851612 
54269.3180581398 ,62.6875877000 ,49.4026146000 ,20239.7360295575 ,796.8518482473 
54269.3180587140 ,62.6875877000 ,49.4026146000 ,21115.8243032651 ,804.2714727704 
54269.3180592886 ,82.8410721000 ,53.3552399000 ,23013.8160391697 ,847.8196173140 
54269.3180598628 ,102.9945602000 ,57.0345917000 ,21337.5602439097 ,818.2654627377 
54269.3180604369 ,62.6875877000 ,49.4026146000 ,19292.9080604367 ,787.0746952630 
54269.3180610115 ,22.3806038000 ,40.3521004000 ,19386.6604571806 ,784.1285152143 
54269.3180615857 ,-17.9263725000 ,28.5651150000 ,20398.2953134480 ,797.0396323331 
54269.3180621599 ,22.3806038000 ,40.3521004000 ,22716.0412315640 ,860.4785870055 
54269.3180627345 ,62.6875877000 ,49.4026146000 ,19878.3539383016 ,794.4871683037 
54269.3180633086 ,82.8410721000 ,53.3552399000 ,19730.0509567150 ,800.6419032171 
54269.3180638832 ,-17.9263725000 ,28.5651150000 ,20089.2073220990 ,811.7666107957 
54269.3180644574 ,82.8410721000 ,53.3552399000 ,21994.9921744615 ,852.5387498123 
54269.3180650315 ,2.2271194000 ,34.9589615000 ,24132.0728845633 ,884.8895184885 
54269.3180656062 ,102.9945602000 ,57.0345917000 ,21450.9799861824 ,830.4369012646 
54269.3180661803 ,22.3806038000 ,40.3521004000 ,23057.0903511459 ,865.6387275840 
54269.3180667545 ,42.5340996000 ,45.1049347000 ,24357.6967708990 ,876.2658304046 
54269.3180673291 ,123.1480408000 ,60.4905586000 ,21426.2423165420 ,818.2327812322 
54269.3180679033 ,42.5340996000 ,45.1049347000 ,19724.0295623441 ,812.6219434682 
54269.3180684774 ,22.3806038000 ,40.3521004000 ,17570.9824372953 ,766.4758883782 
54269.3180690520 ,42.5340996000 ,45.1049347000 ,20081.9604866180 ,806.8932984891 
54269.3180696262 ,2.2271194000 ,34.9589615000 ,21324.9096560631 ,842.7819747079 
54269.3180702008 ,22.3806038000 ,40.3521004000 ,20334.7470872007 ,822.9053137485 
54269.3180707749 ,42.5340996000 ,45.1049347000 ,19552.7028061638 ,805.8842473942 
54269.3180713491 ,82.8410721000 ,53.3552399000 ,19492.5762181971 ,791.8401201526 
54269.3180719237 ,62.6875877000 ,49.4026146000 ,18779.9895947853 ,775.9942807365 
54269.3180724979 ,102.9945602000 ,57.0345917000 ,18196.8125054819 ,776.7916325734 
54269.3180730720 ,123.1480408000 ,60.4905586000 ,17960.8203538493 ,758.9141569794 
54269.3180736466 ,82.8410721000 ,53.3552399000 ,25358.8698543149 ,910.0052170256 
54269.3180742208 ,22.3806038000 ,40.3521004000 ,26733.7138902406 ,927.1700051065 
54269.3180747950 ,22.3806038000 ,40.3521004000 ,28989.5639590279 ,980.3808020186 
54269.3180753696 ,123.1480408000 ,60.4905586000 ,35099.1630218377 ,1087.5949031270 
54269.3180759437 ,22.3806038000 ,40.3521004000 ,21859.9303547505 ,837.6205268691 
54269.3180765179 ,-38.0798607000 ,20.2435837000 ,23672.4537250307 ,867.4930377580 
54269.3180770925 ,42.5340996000 ,45.1049347000 ,21945.1870980144 ,837.0520993662 
54269.3180776667 ,42.5340996000 ,45.1049347000 ,19632.9212147427 ,781.0451497402 
54269.3180782413 ,42.5340996000 ,45.1049347000 ,21152.4743432158 ,828.5160746148 
54269.3180788154 ,-17.9263725000 ,28.5651150000 ,22522.0671917335 ,863.9394430927 
54269.3180793896 ,22.3806038000 ,40.3521004000 ,18619.1012345679 ,781.4300994263 
54269.3180799642 ,82.8410721000 ,53.3552399000 ,18917.1885542639 ,784.9748508606 
54269.3180805384 ,102.9945602000 ,57.0345917000 ,18295.0864846354 ,773.0549445796 
54269.3180811125 ,82.8410721000 ,53.3552399000 ,18645.7324321888 ,778.8782505782 
54269.3180816871 ,2.2271194000 ,34.9589615000 ,18159.9742200594 ,769.6920561113 
54269.3180822613 ,2.2271194000 ,34.9589615000 ,22630.3046469015 ,857.4675822294 
54269.3180828354 ,-17.9263725000 ,28.5651150000 ,25119.7464299660 ,897.0366573548 
54269.3180834101 ,42.5340996000 ,45.1049347000 ,22174.3421248986 ,848.1326676880 
54269.3180839842 ,2.2271194000 ,34.9589615000 ,22693.1540272145 ,869.8017362050 
54269.3180845588 ,-17.9263725000 ,28.5651150000 ,18956.8997362650 ,791.5736697606 
54269.3180851330 ,-17.9263725000 ,28.5651150000 ,18502.7802973776 ,776.4220624193 
54269.3180857071 ,-17.9263725000 ,28.5651150000 ,19671.1559616713 ,772.9971944369 
54269.3180862817 ,22.3806038000 ,40.3521004000 ,23493.1456069207 ,859.1739413055 
54269.3180868559 ,42.5340996000 ,45.1049347000 ,20019.0889597789 ,808.1611102100 
54269.3180874301 ,2.2271194000 ,34.9589615000 ,20244.9675311645 ,814.3366843892 
54269.3180880047 ,22.3806038000 ,40.3521004000 ,21659.4230897239 ,821.8075227539 
54269.3180885788 ,22.3806038000 ,40.3521004000 ,23959.0789871136 ,877.1197789192 
54269.3180891535 ,22.3806038000 ,40.3521004000 ,26959.9431149559 ,937.5048968190 
54269.3180897276 ,82.8410721000 ,53.3552399000 ,23943.7806590369 ,877.5195698537 
54269.3180903018 ,82.8410721000 ,53.3552399000 ,28701.1965035595 ,970.6393295485 
54269.3180908759 ,22.3806038000 ,40.3521004000 ,24971.7264317683 ,897.2817301974 
54269.3180914505 ,62.6875877000 ,49.4026146000 ,19996.7824865579 ,785.4454645400 
54269.3180920247 ,102.9945602000 ,57.0345917000 ,23613.8540170015 ,873.6523096332 
54269.3180925993 ,22.3806038000 ,40.3521004000 ,19377.2777122946 ,803.2736487339 
54269.3180931735 ,82.8410721000 ,53.3552399000 ,21298.1591132738 ,810.3573842780 
54269.3180937476 ,143.3015442000 ,63.7594757000 ,26481.8094596137 ,913.0162986993 
54269.3180943222 ,102.9945602000 ,57.0345917000 ,22966.3092799855 ,848.7106305007 
54269.3180948964 ,42.5340996000 ,45.1049347000 ,22244.2488648583 ,850.4216803340 
54269.3180954710 ,22.3806038000 ,40.3521004000 ,22707.8396347361 ,858.3141485687 
54269.3180960452 ,22.3806038000 ,40.3521004000 ,22650.4727499924 ,854.9444162086 
54269.3180966193 ,102.9945602000 ,57.0345917000 ,19798.6818106995 ,805.6010333123 
54269.3180971939 ,42.5340996000 ,45.1049347000 ,17694.2327764260 ,743.4215854135 
54269.3180977681 ,62.6875877000 ,49.4026146000 ,18744.8233720825 ,779.5102724460 
54269.3180983423 ,62.6875877000 ,49.4026146000 ,20918.3117407107 ,808.4516295696 
54269.3180989169 ,22.3806038000 ,40.3521004000 ,23944.5114943978 ,863.5977098916 
54269.3180994910 ,203.7620087000 ,72.6894760000 ,21561.8725637559 ,838.4234153375 
54269.3181000652 ,62.6875877000 ,49.4026146000 ,23404.4487699378 ,854.4282791145 
54269.3181006398 ,42.5340996000 ,45.1049347000 ,21913.1632212910 ,835.7034682046 
54269.3181012139 ,42.5340996000 ,45.1049347000 ,21895.5222828992 ,825.9927547986 
54269.3181017881 ,82.8410721000 ,53.3552399000 ,21482.1376876633 ,817.8813589258 
54269.3181023627 ,42.5340996000 ,45.1049347000 ,20630.8264551981 ,819.6990658136 
54269.3181029369 ,102.9945602000 ,57.0345917000 ,22233.4708888288 ,839.9346081524 
54269.3181035110 ,123.1480408000 ,60.4905586000 ,21155.3115592802 ,817.8505229642 
54269.3181040857 ,22.3806038000 ,40.3521004000 ,19432.8298122615 ,785.3325018774 
54269.3181046598 ,-17.9263725000 ,28.5651150000 ,19965.9545222432 ,806.9808080262 
54269.3181052344 ,22.3806038000 ,40.3521004000 ,25413.2321936859 ,905.9870835962 
54269.3181058086 ,82.8410721000 ,53.3552399000 ,19927.9584656513 ,800.7628632363 
54269.3181063827 ,82.8410721000 ,53.3552399000 ,18861.5454074674 ,767.2221801688 
54269.3181069574 ,42.5340996000 ,45.1049347000 ,16581.5199447298 ,730.9853113454 
54269.3181075315 ,2.2271194000 ,34.9589615000 ,16662.5762302123 ,721.7981941065 
54269.3181081057 ,62.6875877000 ,49.4026146000 ,16556.5755741792 ,728.5684178907 
54269.3181086803 ,42.5340996000 ,45.1049347000 ,16640.5047562404 ,737.0183172629 
54269.3181092544 ,22.3806038000 ,40.3521004000 ,17200.5657937580 ,731.4050956715 
54269.3181098291 ,62.6875877000 ,49.4026146000 ,17519.6578630861 ,760.2957772371 
54269.3181104032 ,22.3806038000 ,40.3521004000 ,17733.0150346940 ,751.6011126130 
54269.3181109774 ,102.9945602000 ,57.0345917000 ,18052.9240647622 ,766.7870932084 
54269.3181115520 ,2.2271194000 ,34.9589615000 ,17680.5868252680 ,760.0624697366 
54269.3181121262 ,-38.0798607000 ,20.2435837000 ,16819.2665933735 ,747.3635901595 
54269.3181127003 ,-17.9263725000 ,28.5651150000 ,16417.0844492505 ,739.7593343546 
54269.3181132745 ,2.2271194000 ,34.9589615000 ,15725.3278639872 ,707.0905169565 
54269.3181138486 ,62.6875877000 ,49.4026146000 ,14668.6888059835 ,676.9500946202 
54269.3181144232 ,82.8410721000 ,53.3552399000 ,14721.6792910996 ,694.8009636238 
54269.3181149974 ,42.5340996000 ,45.1049347000 ,16862.1570322309 ,752.5950917665 
54269.3181155720 ,22.3806038000 ,40.3521004000 ,16932.9299474332 ,743.0312528912 
54269.3181161461 ,123.1480408000 ,60.4905586000 ,17223.0026854104 ,739.5518644679 
54269.3181167203 ,-58.2333488000 ,1.9077694000 ,16987.4460821242 ,747.4886257547 
54269.3181172949 ,102.9945602000 ,57.0345917000 ,15401.8630861193 ,711.6530089213 
54269.3181178691 ,82.8410721000 ,53.3552399000 ,17005.1768369829 ,752.1787678352 
54269.3181184432 ,123.1480408000 ,60.4905586000 ,18054.7339280886 ,761.1997861284 
54269.3181190179 ,163.4550323000 ,66.8687820000 ,16044.7041470667 ,740.7926851101 
54269.3181195920 ,42.5340996000 ,45.1049347000 ,19126.3083572136 ,802.2794388874 
54269.3181201662 ,42.5340996000 ,45.1049347000 ,19489.0487687362 ,789.4243032651 
54269.3181207408 ,82.8410721000 ,53.3552399000 ,17121.8508882280 ,736.2275786249 
54269.3181213149 ,102.9945602000 ,57.0345917000 ,16883.3487969721 ,742.3079535009 
54269.3181218891 ,123.1480408000 ,60.4905586000 ,17283.9622288306 ,763.0267207353 
54269.3181224637 ,-17.9263725000 ,28.5651150000 ,15944.9365077648 ,726.9314205040 
54269.3181230379 ,82.8410721000 ,53.3552399000 ,16343.4337160193 ,744.1870247214 
54269.3181236125 ,62.6875877000 ,49.4026146000 ,16843.6179291700 ,739.2682658977 
54269.3181241866 ,82.8410721000 ,53.3552399000 ,14635.3496716830 ,684.1627106425 
54269.3181247608 ,22.3806038000 ,40.3521004000 ,17060.5246967648 ,738.1574791986 
54269.3181253354 ,62.6875877000 ,49.4026146000 ,17794.4691838635 ,755.4330768075 
54269.3181259096 ,-38.0798607000 ,20.2435837000 ,19569.6239824577 ,791.9291676429 
54269.3181264842 ,82.8410721000 ,53.3552399000 ,18414.5620714307 ,784.4267243399 
54269.3181270584 ,82.8410721000 ,53.3552399000 ,17539.0508377639 ,753.4272013457 
54269.3181276325 ,62.6875877000 ,49.4026146000 ,18215.8265284911 ,791.0037043045 
54269.3181282067 ,82.8410721000 ,53.3552399000 ,14563.6355291219 ,681.4517605359 
54269.3181287813 ,42.5340996000 ,45.1049347000 ,17209.6163407527 ,750.4955549548 
54269.3181293554 ,-17.9263725000 ,28.5651150000 ,17577.7666564536 ,784.5606800637 
54269.3181299300 ,22.3806038000 ,40.3521004000 ,15916.9199219008 ,715.7009017452 
54269.3181305042 ,2.2271194000 ,34.9589615000 ,15537.9780961821 ,729.1573770689 
54269.3181310783 ,22.3806038000 ,40.3521004000 ,16378.7438911417 ,745.4228470157 
54269.3181316530 ,42.5340996000 ,45.1049347000 ,16448.3774906130 ,739.7157333814 
54269.3181322271 ,82.8410721000 ,53.3552399000 ,16044.6869219909 ,759.5138049323 
54269.3181328013 ,62.6875877000 ,49.4026146000 ,18569.4770214171 ,793.2444252200 
54269.3181333759 ,-38.0798607000 ,20.2435837000 ,14958.9743966837 ,721.4382361599 
54269.3181339501 ,82.8410721000 ,53.3552399000 ,15902.1235817488 ,741.1605635157 
54269.3181345242 ,22.3806038000 ,40.3521004000 ,15735.7072025472 ,717.5942759304 
54269.3181350988 ,22.3806038000 ,40.3521004000 ,15113.6125150941 ,712.7250391998 
54269.3181356730 ,82.8410721000 ,53.3552399000 ,18442.0828211829 ,785.3928665405 
54269.3181362476 ,2.2271194000 ,34.9589615000 ,20547.8003592562 ,815.2810645520 
54269.3181368217 ,42.5340996000 ,45.1049347000 ,17689.9437325403 ,777.1701997537 
54269.3181373959 ,22.3806038000 ,40.3521004000 ,17810.5303367276 ,791.0955970082 
54269.3181379705 ,22.3806038000 ,40.3521004000 ,17337.7303030849 ,764.7229293202 
54269.3181385447 ,22.3806038000 ,40.3521004000 ,16792.3954750533 ,759.7324249797 
54269.3181391188 ,82.8410721000 ,53.3552399000 ,19955.4582992400 ,834.0001081373 
54269.3181396935 ,22.3806038000 ,40.3521004000 ,19668.9486912378 ,809.0717323000 
54269.3181402676 ,-38.0798607000 ,20.2435837000 ,18521.6171481781 ,796.3736216996 
54269.3181408422 ,22.3806038000 ,40.3521004000 ,17448.4752371511 ,757.1518164068 
54269.3181414164 ,183.6085205000 ,69.8397980000 ,16518.5586014238 ,729.3408548857 
54269.3181419905 ,42.5340996000 ,45.1049347000 ,15494.1476603286 ,725.3186458803 
54269.3181425647 ,62.6875877000 ,49.4026146000 ,16346.8639668378 ,725.0358162867 
54269.3181431393 ,42.5340996000 ,45.1049347000 ,16632.6525823796 ,738.3272692319 
54269.3181437135 ,-17.9263725000 ,28.5651150000 ,16066.1530575831 ,722.1135514103 
54269.3181442881 ,102.9945602000 ,57.0345917000 ,15977.2359857018 ,738.6933020937 
54269.3181448622 ,123.1480408000 ,60.4905586000 ,14106.9729308221 ,685.6035420985 
54269.3181454364 ,82.8410721000 ,53.3552399000 ,15495.2771331591 ,723.6814178006 
54269.3181460110 ,42.5340996000 ,45.1049347000 ,13050.7878766032 ,672.8363773993 
54269.3181465852 ,2.2271194000 ,34.9589615000 ,14150.8451990027 ,690.3598161665 
54269.3181471593 ,2.2271194000 ,34.9589615000 ,13537.9745396653 ,666.0874542669 
54269.3181477339 ,82.8410721000 ,53.3552399000 ,12882.8273923883 ,650.6648595717 
54269.3181483081 ,22.3806038000 ,40.3521004000 ,12410.0691910726 ,682.4362043796 
54269.3181488823 ,123.1480408000 ,60.4905586000 ,11655.1371794178 ,614.3573602475 
54269.3181494569 ,62.6875877000 ,49.4026146000 ,12647.8859703823 ,649.8391324983 
54269.3181500310 ,42.5340996000 ,45.1049347000 ,11019.7877961010 ,614.6038941456 
54269.3181506052 ,82.8410721000 ,53.3552399000 ,12689.1474092096 ,644.7653864408 
54269.3181511798 ,2.2271194000 ,34.9589615000 ,12670.7879390826 ,661.8167889219 
54269.3181517539 ,82.8410721000 ,53.3552399000 ,13562.5928641374 ,690.9098651287 
54269.3181523285 ,143.3015442000 ,63.7594757000 ,15494.2854609353 ,728.5224330900 
54269.3181529027 ,123.1480408000 ,60.4905586000 ,14223.7466414346 ,704.1211907122 
54269.3181534769 ,42.5340996000 ,45.1049347000 ,13971.3660604968 ,685.8369264967 
54269.3181540515 ,2.2271194000 ,34.9589615000 ,13356.5551194016 ,668.5613288877 
54269.3181546256 ,2.2271194000 ,34.9589615000 ,13947.1119233426 ,694.0697437746 
54269.3181552003 ,62.6875877000 ,49.4026146000 ,13538.9206884743 ,677.6668577093 
54269.3181557744 ,2.2271194000 ,34.9589615000 ,14803.5254693460 ,693.4650205761 
54269.3181563486 ,42.5340996000 ,45.1049347000 ,13990.7233546604 ,685.5492523505 
54269.3181569227 ,22.3806038000 ,40.3521004000 ,13651.3967426631 ,691.1685488570 
54269.3181574973 ,183.7837830000 ,69.8267899000 ,13058.4087423027 ,669.6811126130 
54269.3181580715 ,22.7560234000 ,40.3518105000 ,14567.4115118200 ,691.6465447118 
54269.3181586461 ,83.2164917000 ,53.3550186000 ,13755.9640263134 ,670.4314799796 
54269.3181592203 ,2.6025391000 ,34.9586258000 ,12561.9894385870 ,662.9224234778 
54269.3181597944 ,143.6769714000 ,63.7592888000 ,12740.3587900633 ,662.9063518669 
54269.3181603690 ,42.9095192000 ,45.1046753000 ,13918.2882196389 ,679.0163347451 
54269.3181609432 ,63.0630074000 ,49.4023781000 ,15046.8911838034 ,700.8406596377 
54269.3181615174 ,22.7560234000 ,40.3518105000 ,15672.1060707098 ,714.6977717701 
54269.3181620920 ,103.3699799000 ,57.0343857000 ,15136.1109248745 ,727.1571920339 
54269.3181626661 ,63.0630074000 ,49.4023781000 ,13589.6177777777 ,680.5374473581 
54269.3181632403 ,22.7560234000 ,40.3518105000 ,14324.0371848247 ,698.9453630110 
54269.3181638149 ,42.9095192000 ,45.1046753000 ,14970.3564807305 ,711.4536901865 
54269.3181643891 ,22.7560234000 ,40.3518105000 ,17092.3972388933 ,754.9356258448 
54269.3181649637 ,83.2164917000 ,53.3550186000 ,15420.8180517256 ,705.6783683278 
54269.3181655378 ,42.9095192000 ,45.1046753000 ,18805.2403256135 ,794.0880694482 
54269.3181661120 ,2.6025391000 ,34.9586258000 ,18421.7424673335 ,779.0178967288 
54269.3181666866 ,63.0630074000 ,49.4023781000 ,19315.9552119191 ,789.8384740621 
54269.3181672607 ,83.2164917000 ,53.3550186000 ,18649.0544111021 ,772.0877258118 
54269.3181678349 ,22.7560234000 ,40.3518105000 ,17458.1520386891 ,748.1580967829 
54269.3181684095 ,42.9095192000 ,45.1046753000 ,18900.8579519990 ,777.8930377580 
54269.3181689837 ,63.0630074000 ,49.4023781000 ,19541.5101979513 ,799.7487368959 
54269.3181695578 ,103.3699799000 ,57.0343857000 ,23266.4906767594 ,869.4077894927 
54269.3181701320 ,-17.5509529000 ,28.5647049000 ,23131.0129945030 ,864.9467255414 
54269.3181707061 ,22.7560234000 ,40.3518105000 ,19851.6833690787 ,813.0325769728 
54269.3181712808 ,-17.5509529000 ,28.5647049000 ,18238.0960908353 ,757.2005695233 
54269.3181718549 ,22.7560234000 ,40.3518105000 ,19001.5163737947 ,763.4670367367 
