1.000000000000000021e-02 2.378811671671848593e+00 9.107942309467639830e-02
2.782559402207124277e-02 2.316461351674936164e+00 9.242979554112966400e-02
7.742636826811269413e-02 2.202044297176833254e+00 7.272277660028418633e-02
2.154434690031883370e-01 2.006478076463964921e+00 8.527528624378472033e-02
5.994842503189409255e-01 1.728929658646465528e+00 4.705648315694471034e-02
1.668100537200059241e+00 9.832205075373232628e-01 2.502546966656355246e-02
4.641588833612777520e+00 1.496454337132951284e+00 6.978704288663963029e-02
1.291549665014882642e+01 2.483002026924650885e+00 1.166668948180431820e-01
3.593813663804625946e+01 3.911838051371724134e+00 1.390800799786652275e-01
1.000000000000000000e+02 6.410611249434166048e+00 2.993794991016851537e-01
