6.853175099058836395e+02 4.617467669430072874e+02 5.376258270746373000e+02 2.314855917158020659e+01 -3.312727323509550956e+02 -4.285912146732970029e+01 -1.125386562896442477e+01 4.015816193998355175e+02 8.896524401032223750e+02
2.630375504955986798e+02 -4.359283060959335785e+02 -1.252041663975709298e+03 -6.522674990184299304e+01 7.802560009691072764e+02 1.060993335438342200e+02 -2.474207954517432384e+01 3.624533270038758701e+02 4.109729684549512854e+02
-2.269850311908574270e+02 -3.202504824651209105e+02 1.193069135711054969e+03 9.585974293593152140e+01 -7.617557676601245475e+02 -2.932804808981884648e+01 -2.029600435095092692e+01 2.923208226267812506e+02 -1.854467175905079728e+02
-4.207260674374012979e+02 2.566165355252519475e+02 -5.637344648447248119e+02 -1.109616929913566281e+02 3.771910180797740395e+02 -1.645053475046111657e+02 2.400527896337838030e+01 2.054200990682612940e+02 -5.209548248571164777e+02
-2.741413499022308429e+02 9.990785968076838230e+01 -9.375293805385675228e+01 1.102115940746451912e+02 5.015836272913025340e+01 1.247879638500707387e+02 7.177899358638819649e+01 1.186010483978069914e+02 -5.055040987012135361e+02
-4.316851279589598533e+01 -2.467891569519970574e+01 4.025020801957893468e+02 -9.589639070943515264e+01 -2.574628075192372307e+02 1.299990308548924247e+02 6.102270242990510241e+01 4.736114556801710762e+01 -3.092377181234080012e+02
3.433845425726347145e+01 2.117429652946773899e+01 -3.656481408514325722e+02 6.921245132767317898e+01 2.077960777068969094e+02 -1.011119319094065645e+02 4.965080922875280578e+00 2.702755636164964947e+00 -1.155110906464922635e+02
-3.494741306678201265e-01 -5.873793489332216922e+01 1.900962051051248807e+02 -2.589980788262338862e+01 -4.966622330848787925e+01 -6.930383889029401701e+01 -6.372771181724576017e+00 -9.479655515846323155e+00 2.072097871765943466e+01
-4.725976732534668656e+00 -7.647260197943654703e+01 -3.555803119568436443e+01 1.167124376274940367e+01 -4.667175058785190345e+01 1.815590664265802801e+01 -0.000000000000000000e+00 -1.588998624527399040e-01 1.081422949688250270e+02
-1.240181438641853262e+00 7.915438570237023441e+01 -5.290640555930072964e+01 -1.924115321046587113e+01 6.347293731569973119e+01 7.098978394068667797e+01 0.000000000000000000e+00 4.767198993086922520e+00 1.305384176368568205e+02
2.864045539707329979e+01 2.824643875323526032e+01 8.245313750226451077e+01 1.637309694686741324e+01 -1.651577170274024198e+01 2.630876415940062785e+01 2.853101864618209915e-02 2.431963149776841604e+01 7.724897590618948584e+01
3.238240738744076452e+01 -2.729910887549581133e+01 -5.850781517082328520e+01 -9.279180086578699971e+00 -4.833207479191121081e+01 -1.194587584573826859e+02 -2.877551895381888158e+01 4.733558990314004689e+01 5.005444831614324741e+00
-1.846990480033412396e+01 7.991639324512426867e+00 -6.031846714553243061e+00 1.269094416179461327e+01 5.828488291597655291e+01 -3.096624317059511711e+01 -4.512334019470738156e+01 6.364041458363272596e+01 -8.119415272171337961e+00
-7.405799580590135633e+01 1.716328208936190336e+01 6.166582581094944260e+01 -2.876682945852894591e+01 -1.925426981331333920e+01 2.937186079693662744e-01 4.137507128440458537e+00 6.855556124410513519e+01 2.154304568293809730e-01
-6.766994959821218458e+01 -3.514871155318606810e+01 -6.211855575455940937e+01 4.218709900168014570e+01 3.064912399675358626e-02 -0.000000000000000000e+00 6.367795337880698980e+01 6.117606404947524368e+01 3.893992429012886891e+00
-6.029153929917072219e+00 -2.344884107556335096e+01 1.939366708978703002e+01 -4.684535438749809799e+01 -0.000000000000000000e+00 -0.000000000000000000e+00 6.264089449348160343e+01 4.352779136586272557e+01 7.033867652950807070e+00
5.459857255116808972e+01 4.336251049047842088e+01 2.035471206881296169e+01 4.047641268502308520e+01 8.910734642373983050e+00 0.000000000000000000e+00 4.943322294128916994e+00 1.994032617691622278e+01 5.192560988538942546e+00
7.233544032463471751e+01 2.570679879427658321e+01 -3.403696745206068641e+01 -2.394264593634946792e+01 -2.334186112438595728e+01 -4.521074183531823998e+00 -5.487966498457710429e+01 -7.616140096337673526e-01 3.030074139360482199e+00
4.483021212857703119e+01 -3.700459914694942398e+01 2.842745729595455728e+01 4.431577177056875705e+00 1.151304546176263877e+01 -1.060350880633171566e-01 -7.688262059510211088e+01 -1.365202662044522064e-01 1.909989251451379433e+00
-3.732911854768831805e+00 -1.428506801278475535e+01 -1.785916620222567275e+01 -5.975458641052183023e-02 1.567246673916677580e+01 0.000000000000000000e+00 -4.985566828297557151e+01 -1.556778570865102518e+00 -1.505843058295798720e+01
-4.286311996967023674e+01 1.862995769570474636e+01 8.100930949930424063e+00 -1.021176462537858737e-01 -2.894408759268735665e+01 0.000000000000000000e+00 6.690449463614585923e+00 -8.792159126635967326e+00 -3.234363829971670867e+01
-5.080589452910421500e+01 2.359548835953767743e+00 6.006571494687576340e+00 2.543264829476860722e+00 2.261105983158921973e+01 -0.000000000000000000e+00 3.676471100676723580e+01 -1.566545009144615008e+01 -1.942511597111349175e+01
-2.570825921358066068e+01 -1.263074450379818137e+00 -2.637364794601674944e+01 -1.725667684741981489e+01 -8.460604370795270057e+00 0.000000000000000000e+00 1.298854988472209371e+01 -1.880556143092992016e+01 6.981527636892323585e+00
1.270475982466556175e+01 -2.310708522340483739e+00 4.216481957252316448e+01 2.919472665543711543e+01 -1.617589875393313559e+00 -1.771479392316421198e+01 -3.448181383570048997e+00 -1.880270181621992975e+01 2.066264878991246334e+01
3.810621276714942951e+01 -2.897942043928859679e+00 -3.986396016373141293e+01 -3.096736450050899947e+01 2.355859998901732588e+00 -4.810112399771855252e+01 -3.470814362012292875e+00 -1.756953095576685797e+01 1.896502068248121375e+01
3.525869599275632993e+01 1.124093897080541105e+01 1.773216663805574100e+01 2.444565705222515462e+01 -2.124891295644292466e+00 1.352462986100991849e+01 -1.624637581028204325e+00 -1.680895728529122124e+01 -1.537791163519062199e+00
6.484102574251632056e+00 1.739677080371284390e+01 1.151318008377107383e+01 -1.439813534878164170e+01 6.491554992015151626e-01 2.500159592941335873e+01 1.606634426775057278e+01 -1.754488284974951995e+01 -2.384943608375959201e+01
-2.782047067676017704e+01 -2.454267018326529382e+00 -3.012385094757393134e+01 4.835895950346860594e+00 1.646870937916011579e+00 2.907792111092863063e+00 1.725633153557035371e+01 -1.960835059651734369e+01 -2.702099205570717544e+01
-3.857213983383964262e+01 -2.179441538303372994e+01 2.791345397102245940e+01 2.866216667115224492e+00 -4.226949370247744753e+00 -1.778735900659600588e+01 -1.373181746071175979e+01 -2.091836189408255819e+01 -1.217725371422930714e+01
