1.000000000000000021e-02 7.253379523430327769e-01 7.042787535571513879e-02
1.832980710832435647e-02 7.377908605946250642e-01 1.110006329656478691e-01
3.359818286283781236e-02 6.700000726656071270e-01 6.699610259972084425e-02
6.158482110660264131e-02 7.612277141017836923e-01 7.878912542911097050e-02
1.128837891684688899e-01 6.040549019438510303e-01 7.310760832287381550e-02
2.069138081114789141e-01 6.179861003026496657e-01 4.455013698420751816e-02
3.792690190732249667e-01 7.101689197586753544e-01 4.722841713203487085e-02
6.951927961775605791e-01 7.455878735012130276e-01 4.225977104047419497e-02
1.274274985703133467e+00 9.682280690601550166e-01 6.335539445195584318e-02
2.335721469090121349e+00 1.347522178724631203e+00 1.027372065088372061e-01
4.281332398719391641e+00 1.804108303155536275e+00 1.430467668295508643e-01
7.847599703514607228e+00 2.472308434407831879e+00 1.987170006777456976e-01
1.438449888287662937e+01 3.181060264860966491e+00 5.360513931500038298e-02
2.636650898730358250e+01 4.660628520305469813e+00 2.960286167108960864e-01
4.832930238571751858e+01 5.530911238533667174e+00 5.081095565054909446e-01
8.858667904100822454e+01 5.582351468056138799e+00 2.656454950489364752e-01
1.623776739188720910e+02 5.527265217080634230e+00 2.186664807420244938e-01
2.976351441631319403e+02 5.588109561806824388e+00 2.605523213146316297e-01
5.455594781168514373e+02 5.521091137676100047e+00 2.674265837227683962e-01
1.000000000000000000e+03 5.456170541016278186e+00 2.739018959521463681e-01
